listing_url,asking_price_in_usd,expensas_in_ars,latitude,longitude,google_maps,photos,whatsapp,published_on,disposición,luminoso,orientación,superficietotal,superficiecubierta,ambientes,baño,antigüedad,permitemascotas,dormitorio,toilette,aptocrédito,aptoprofesional,cantidadplantas,parrilla,usocomercial,departamentosporpiso,cantidadpisosenedificio,accesoparapersonasconmovilidadreducida,ambiente,solarium,superficiesemicubiertam²,dormitorios,cochera,gimnasio,pileta,baños,coberturacochera,hidromasaje,cocheras,toilettes,frentedelterrenomts,largodelterrenomts,cantidaddedepartamentos,saladejuegos,promotiondescription,tipoderubro,cantidaddeascensores,cantidaddelocalescomerciales,user_views,days,views_per_day,usd_per_m2
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-villa-crespo-52994678.html,57000,30000.0,-34.6012808,-58.4331348,"https://maps.google.com/?q=-34.6012808,-58.4331348","['https://imgar.zonapropcdn.com/avisos/1/00/52/99/46/78/1200x1200/1896529703.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/99/46/78/1200x1200/1896529692.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/99/46/78/1200x1200/1896529695.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/99/46/78/1200x1200/1896529699.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/99/46/78/1200x1200/1896529693.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/99/46/78/1200x1200/1896529691.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/99/46/78/1200x1200/1896529694.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/99/46/78/1200x1200/1896529690.jpg']",,27-01-2024,Contrafrente,,NE,39,37,2,1,40,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,164,12,13,1461.0
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-1-ambiente-con-patio-en-colegiales-finan.-52855674.html,84150,,-34.5724088,-58.45363299999999,"https://maps.google.com/?q=-34.5724088,-58.45363299999999","['https://imgar.zonapropcdn.com/avisos/1/00/52/85/56/74/1200x1200/1893526950.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/85/56/74/1200x1200/1893526956.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/85/56/74/1200x1200/1895693454.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/85/56/74/1200x1200/1893526953.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/85/56/74/1200x1200/1895560874.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/85/56/74/1200x1200/1893526955.jpg']",,05-02-2024,Contrafrente,,,47,31,,1,,,1,,,,,,,,9,,1,,,,,,,,,,,,,,,,,,,,163,37,5,1790.0
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-2-ambientes-luminoso-con-balcon-y-vista-abierta.-52987559.html,110000,35000.0,-34.5940246,-58.4208736,"https://maps.google.com/?q=-34.5940246,-58.4208736","['https://imgar.zonapropcdn.com/avisos/1/00/52/98/75/59/1200x1200/1896364671.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/98/75/59/1200x1200/1896364649.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/98/75/59/1200x1200/1896364673.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/98/75/59/1200x1200/1896365205.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/98/75/59/1200x1200/1896364659.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/98/75/59/1200x1200/1896364657.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/98/75/59/1200x1200/1896364650.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/98/75/59/1200x1200/1896364651.jpg']",5491134633613,08-02-2024,Frente,,S,42,37,2,1,39,,1,,,,5 o más,,,,,,,,1,,,,,,,,,,,,,,,,,,163,13,12,2619.0
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-oportunidad-monoambiente-palermo-cordoba-3900-52831627.html,60000,18000.0,-34.5975753,-58.42247459999999,"https://maps.google.com/?q=-34.5975753,-58.42247459999999","['https://imgar.zonapropcdn.com/avisos/1/00/52/83/16/27/1200x1200/1892987101.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/83/16/27/1200x1200/1892987098.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/83/16/27/1200x1200/1892987100.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/83/16/27/1200x1200/1892987103.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/83/16/27/1200x1200/1892987102.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/83/16/27/1200x1200/1892987104.jpg']",,06-02-2024,Contrafrente,,,38,38,,1,15,,,,,,,,,8,14,,1,,,,,,,,,,,,,,,,,,,,161,43,5,1578.0
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-colegiales-2-ambientes-con-balcon-57-m-52852722.html,109900,59800.0,-34.5653057,-58.4533687,"https://maps.google.com/?q=-34.5653057,-58.4533687","['https://imgar.zonapropcdn.com/avisos/1/00/52/85/27/22/1200x1200/1893442367.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/85/27/22/1200x1200/1893442353.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/85/27/22/1200x1200/1893442359.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/85/27/22/1200x1200/1893442352.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/85/27/22/1200x1200/1893442356.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/85/27/22/1200x1200/1893442358.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/85/27/22/1200x1200/1893442369.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/85/27/22/1200x1200/1893442363.jpg']",5491136817359,03-01-2024,Contrafrente,Muy luminoso,,57,55,2,1,50,,1,,,,5 o más,,,,,,,,2,,,,,,,,,,,,,,,,,,167,38,5,1928.0
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-monoamb-al-fte-con-balcon-a-m-del-shopping-los-53005991.html,65000,35000.0,No se encontró la latitud,No se encontró la longitud,"https://maps.google.com/?q=No se encontró la latitud,No se encontró la longitud","['https://imgar.zonapropcdn.com/avisos/resize/1/00/53/00/59/91/1200x1200/1896792023.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/53/00/59/91/1200x1200/1896792019.jpg', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/53/00/59/91/1200x1200/1896792022.jpg', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/53/00/59/91/1200x1200/1896792016.jpg', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/53/00/59/91/1200x1200/1896792018.jpg', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/53/00/59/91/1200x1200/1896792021.jpg', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/53/00/59/91/1200x1200/1896792015.jpg', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/53/00/59/91/1200x1200/1896792020.jpg']",5491161412626,30-01-2024,Frente,Muy luminoso,E,28,26,,1,50,,,,,,,,,,10,,1,,,,,,,,,,,,,,,,,,,,158,9,17,2321.0
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-2-amb.-c-fte-muy-luminoso-1-piso-por-escalera-52882972.html,50000,30000.0,-34.5966679,-58.4189351,"https://maps.google.com/?q=-34.5966679,-58.4189351","['https://imgar.zonapropcdn.com/avisos/1/00/52/88/29/72/1200x1200/1896676314.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/88/29/72/1200x1200/1896676304.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/88/29/72/1200x1200/1896676308.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/88/29/72/1200x1200/1896676302.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/88/29/72/1200x1200/1896676312.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/88/29/72/1200x1200/1896676307.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/88/29/72/1200x1200/1896676315.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/88/29/72/1200x1200/1896676309.jpg']",5491126795207,29-01-2024,,Muy luminoso,,25,25,2,,60,,1,,Apto crédito,,,,,6,2,,,,,,,,,,,,,,,,,,,,,,159,10,15,2000.0
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-de-monoambiente-52865462.html,64900,20000.0,-34.5876568,-58.4119253,"https://maps.google.com/?q=-34.5876568,-58.4119253","['https://imgar.zonapropcdn.com/avisos/1/00/52/86/54/62/1200x1200/1893699474.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/86/54/62/1200x1200/1893699469.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/86/54/62/1200x1200/1893699473.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/86/54/62/1200x1200/1893699472.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/86/54/62/1200x1200/1893699466.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/86/54/62/1200x1200/1893699471.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/86/54/62/1200x1200/1893699470.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/86/54/62/1200x1200/1893699467.jpg']",,01-02-2024,Interno,,N,29,29,,,40,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,159,36,5,2237.0
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-aguero-y-melo-48-m-sup2--excelente-monoambiente-52949309.html,115000,50000.0,-34.58678181940999,-58.40048727354127,"https://maps.google.com/?q=-34.58678181940999,-58.40048727354127","['https://imgar.zonapropcdn.com/avisos/1/00/52/94/93/09/1200x1200/1895458751.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/94/93/09/1200x1200/1895458755.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/94/93/09/1200x1200/1895458749.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/94/93/09/1200x1200/1895458745.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/94/93/09/1200x1200/1895458746.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/94/93/09/1200x1200/1895458744.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/94/93/09/1200x1200/1895458753.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/94/93/09/1200x1200/1895458754.jpg']",1162648792,30-01-2024,Frente,Muy luminoso,NO,48,48,,,22,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,164,21,7,2395.0
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-palermo-capital-federal-52895788.html,115000,48000.0,-34.597189,-58.412847,"https://maps.google.com/?q=-34.597189,-58.412847","['https://imgar.zonapropcdn.com/avisos/1/00/52/89/57/88/1200x1200/1894353013.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/89/57/88/1200x1200/1894353009.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/89/57/88/1200x1200/1894353007.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/89/57/88/1200x1200/1894353018.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/89/57/88/1200x1200/1894353019.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/89/57/88/1200x1200/1894353001.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/89/57/88/1200x1200/1894352998.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/89/57/88/1200x1200/1894353006.jpg']",5491127321196,05-02-2024,Contrafrente,,E,44,40,2,1,10,,1,,,,,,,3,10,,,,,,,,,,,,,,,,,,,,,,155,30,5,2613.0
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-3-amb.-con-balcon-luminoso-villa-crespo-53018378.html,89900,42000.0,-34.6003785,-58.4390342,"https://maps.google.com/?q=-34.6003785,-58.4390342","['https://imgar.zonapropcdn.com/avisos/resize/1/00/53/01/83/78/1200x1200/1897046666.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/53/01/83/78/1200x1200/1897046687.jpg', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/53/01/83/78/1200x1200/1897046665.jpg', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/53/01/83/78/1200x1200/1897046688.jpg', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/53/01/83/78/1200x1200/1897046660.jpg', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/53/01/83/78/1200x1200/1897046680.jpg', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/53/01/83/78/1200x1200/1897046662.jpg', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/53/01/83/78/1200x1200/1897046691.jpg']",,31-01-2024,,,,63,61,3,1,49,,,,,,5 o más,,,,,,,,,2,,,,,,,,,,,,,,,,,158,8,19,1426.0
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-las-canitas-tte.-b.-matienzo-1700-33-m-1-52985785.html,79000,28000.0,-34.5680538305,-58.4338491645,"https://maps.google.com/?q=-34.5680538305,-58.4338491645","['https://imgar.zonapropcdn.com/avisos/1/00/52/98/57/85/1200x1200/1896333717.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/98/57/85/1200x1200/1896333689.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/98/57/85/1200x1200/1896333681.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/98/57/85/1200x1200/1896333694.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/98/57/85/1200x1200/1896333702.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/98/57/85/1200x1200/1896333693.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/98/57/85/1200x1200/1896333706.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/98/57/85/1200x1200/1896333698.jpg']",5491552285722,08-02-2024,,,,33,33,2,1,45,,1,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,154,14,11,2393.0
