listing_url,asking_price_in_usd,expensas_in_ars,latitude,longitude,google_maps,photos,whatsapp,published_on,disposición,luminoso,orientación,superficietotal,superficiecubierta,ambientes,dormitorio,baño,antigüedad,aptoprofesional,cantidadplantas,superficiesemicubiertam²,dormitorios,baños,aptocrédito,parrilla,pileta,solarium,promotiondescription,toilette,ambiente,permitemascotas,departamentosporpiso,cantidadpisosenedificio,gimnasio,cochera,hidromasaje,usocomercial,cantidaddeascensores,accesoparapersonasconmovilidadreducida,frentedelterrenomts,largodelterrenomts,coberturacochera,cantidaddedepartamentos,cantidaddecocheras,cantidaddelocalescomerciales,cantidaddeoficinas,saladejuegos,cocheras,estadodelinmueble,categoríadeledificio,estadodeledificio,etapa,tipoedificio,permitemenoresde12,cantidaddormitorios
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-monoambiente-con-amenities-om-palermo-51548596.html,125024,0.0,-34.5821068,-58.4488264,"https://maps.google.com/?q=-34.5821068,-58.4488264","['https://imgar.zonapropcdn.com/avisos/1/00/51/54/85/96/1200x1200/1863724463.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/51/54/85/96/1200x1200/1863724470.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/54/85/96/1200x1200/1863724462.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/54/85/96/1200x1200/1863724467.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/54/85/96/1200x1200/1863724458.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/54/85/96/1200x1200/1863724456.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/54/85/96/1200x1200/1863724457.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/54/85/96/1200x1200/1863724461.jpg']",,19-01-2024,Frente,Muy luminoso,,36,31,,1,1,,,1,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/emprendimiento/ememvein-zapata-107-52291099.html,77000,,-34.5751231,-58.4384486,"https://maps.google.com/?q=-34.5751231,-58.4384486","['https://imgar.zonapropcdn.com/avisos/1/00/52/29/10/99/1200x1200/1880420027.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/29/10/99/1200x1200/1880419855.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/29/10/99/1200x1200/1880419856.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/29/10/99/1200x1200/1884519461.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/29/10/99/1200x1200/1884518733.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/29/10/99/1200x1200/1883299253.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/29/10/99/1200x1200/1880419854.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/29/10/99/1200x1200/1884692637.jpg']",5491127285533,24-01-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-ambientes-54-m-sup2--sup-tot.-con-52853893.html,99000,,-34.6041144,-58.4561521,"https://maps.google.com/?q=-34.6041144,-58.4561521","['https://imgar.zonapropcdn.com/avisos/1/00/52/85/38/93/1200x1200/1893469069.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/85/38/93/1200x1200/1895568856.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/85/38/93/1200x1200/1893469054.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/85/38/93/1200x1200/1893469050.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/85/38/93/1200x1200/1893469040.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/85/38/93/1200x1200/1893469044.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/85/38/93/1200x1200/1895630727.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/85/38/93/1200x1200/1893469037.jpg']",,29-01-2024,Frente,,NE,54,43,2,1,1,20,,,,,,,,,,,,,,,18,,1,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-de-2-ambientes-en-villa-crespo-51440175.html,80200,0.0,-34.6011214,-58.4530551,"https://maps.google.com/?q=-34.6011214,-58.4530551","['https://imgar.zonapropcdn.com/avisos/1/00/51/44/01/75/1200x1200/1861366603.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/51/44/01/75/1200x1200/1861366614.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/44/01/75/1200x1200/1862825295.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/44/01/75/1200x1200/1865151675.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/44/01/75/1200x1200/1861366604.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/44/01/75/1200x1200/1862825294.jpg']",5491164820416,02-01-2024,Frente,,NO,48,44,2,1,1,En construcción,,1,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-monoambiente-escalada-de-san-martin-r.-960-50622740.html,89000,4000.0,-34.6039192,-58.4556556,"https://maps.google.com/?q=-34.6039192,-58.4556556","['https://imgar.zonapropcdn.com/avisos/1/00/50/62/27/40/1200x1200/1838914805.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/50/62/27/40/1200x1200/1838914800.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/50/62/27/40/1200x1200/1838914811.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/50/62/27/40/1200x1200/1838914803.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/50/62/27/40/1200x1200/1838914798.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/50/62/27/40/1200x1200/1838914810.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/50/62/27/40/1200x1200/1838914801.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/50/62/27/40/1200x1200/1838914804.jpg']",,29-01-2024,Frente,,SE,36,32,,,1,2,,1,0,,,Apto crédito,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/emprendimiento/ememvein-enjoy-velasco-52522312.html,114000,,-34.6003525,-58.4345264,"https://maps.google.com/?q=-34.6003525,-58.4345264","['https://imgar.zonapropcdn.com/avisos/1/00/52/52/23/12/1200x1200/1885596297.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/52/23/12/1200x1200/1885596302.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/52/23/12/1200x1200/1885596292.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/52/23/12/1200x1200/1885596294.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/52/23/12/1200x1200/1885596295.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/52/23/12/1200x1200/1885596300.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/52/23/12/1200x1200/1885596298.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/52/23/12/1200x1200/1885596296.jpg']",5491153174371,21-12-2023,,,,,,,,,,,,,,,,,,,"EXCELENTE EMPRENDIMIENTO DE CATEGORÍA EN EL CORAZON DEL BARRIO DE VILLA CRESPO.
Unidades disponibles de 2,3, 4 ambientes con dependencia y posibilidad de 5 ambientes con o sin dependencia en edificio de categoria.",,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-2-ambientes-en-venta-en-villa-crespo-financiacion-52835320.html,120000,,-34.59344907263665,-58.4430168006566,"https://maps.google.com/?q=-34.59344907263665,-58.4430168006566","['https://imgar.zonapropcdn.com/avisos/1/00/52/83/53/20/1200x1200/1893065828.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/83/53/20/1200x1200/1893065829.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/83/53/20/1200x1200/1893065818.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/83/53/20/1200x1200/1893065830.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/83/53/20/1200x1200/1893065843.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/83/53/20/1200x1200/1893065831.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/83/53/20/1200x1200/1893065833.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/83/53/20/1200x1200/1893065820.jpg']",5491152632171,27-12-2023,Frente,,SO,70,61,2,1,,1,,,,,2,,,,,,,,,4,8,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-monoamb-vista-abierta.-c-cochera.-amenities.-luz.-50905071.html,77000,25166.0,-34.589167762947,-58.45007121563,"https://maps.google.com/?q=-34.589167762947,-58.45007121563","['https://imgar.zonapropcdn.com/avisos/resize/1/00/50/90/50/71/1200x1200/1848122878.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/50/90/50/71/1200x1200/1848122889.jpg', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/50/90/50/71/1200x1200/1848122902.jpg', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/50/90/50/71/1200x1200/1848122900.jpg', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/50/90/50/71/1200x1200/1852108184.jpg', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/50/90/50/71/1200x1200/1873613893.jpg', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/50/90/50/71/1200x1200/1848122898.jpg', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/50/90/50/71/1200x1200/1848122899.jpg']",,29-01-2024,Frente,,,35,31,,,1,14,,5 o más,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-ambientes.-frias-al-300-52896999.html,130000,,-34.6008824,-58.4356847,"https://maps.google.com/?q=-34.6008824,-58.4356847","['https://imgar.zonapropcdn.com/avisos/1/00/52/89/69/99/1200x1200/1894380271.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/89/69/99/1200x1200/1895368712.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/89/69/99/1200x1200/1894380247.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/89/69/99/1200x1200/1894380265.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/89/69/99/1200x1200/1894380243.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/89/69/99/1200x1200/1894380268.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/89/69/99/1200x1200/1894380270.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/89/69/99/1200x1200/1894380260.jpg']",,29-01-2024,Frente,,SO,50,40,2,1,,12,,,,,2,Apto crédito,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/emprendimiento/ememvein-palta-desarrollos-newbery-3710-49999732.html,124009,,-34.5850808,-58.4494742,"https://maps.google.com/?q=-34.5850808,-58.4494742","['https://imgar.zonapropcdn.com/avisos/1/00/49/99/97/32/1200x1200/1889313668.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/49/99/97/32/1200x1200/1889313670.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/49/99/97/32/1200x1200/1889313667.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/49/99/97/32/1200x1200/1889313669.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/49/99/97/32/1200x1200/1889317000.jpg']",5491165941881,23-01-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-acuna-de-figueroa-y-cordoba-frente-45-m-sup2-52296807.html,89500,30000.0,-34.5965956040816,-58.4214454612245,"https://maps.google.com/?q=-34.5965956040816,-58.4214454612245","['https://imgar.zonapropcdn.com/avisos/1/00/52/29/68/07/1200x1200/1880947672.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/29/68/07/1200x1200/1880947660.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/29/68/07/1200x1200/1880947676.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/29/68/07/1200x1200/1880947669.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/29/68/07/1200x1200/1880947687.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/29/68/07/1200x1200/1880947658.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/29/68/07/1200x1200/1880947700.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/29/68/07/1200x1200/1880947675.jpg']",,15-12-2023,Frente,Muy luminoso,,44,38,2,1,1,40,,1,0,,,Apto crédito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-monoambiente-en-venta-en-palermo-48771769.html,92300,0.0,-34.5952193,-58.4109418,"https://maps.google.com/?q=-34.5952193,-58.4109418","['https://imgar.zonapropcdn.com/avisos/1/00/48/77/17/69/1200x1200/1787332788.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/48/77/17/69/1200x1200/1787332785.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/48/77/17/69/1200x1200/1830509347.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/48/77/17/69/1200x1200/1787332789.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/48/77/17/69/1200x1200/1787332787.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/48/77/17/69/1200x1200/1787332790.jpg']",5491158335255,16-11-2023,Frente,Muy luminoso,N,36,32,,,1,En construcción,,1,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-de-3-ambientes-con-balcon.-muy-luminoso!-52098759.html,80000,43000.0,-34.5824954,-58.4562055,"https://maps.google.com/?q=-34.5824954,-58.4562055","['https://imgar.zonapropcdn.com/avisos/1/00/52/09/87/59/1200x1200/1876060941.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/09/87/59/1200x1200/1876060924.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/09/87/59/1200x1200/1876060939.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/09/87/59/1200x1200/1876060930.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/09/87/59/1200x1200/1876060931.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/09/87/59/1200x1200/1876060922.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/09/87/59/1200x1200/1876060933.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/09/87/59/1200x1200/1876060942.jpg']",5491164228080,29-01-2024,Frente,,,72,64,3,,1,40,,1,0,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
